id,is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit,churn
1243581,1,0,1.8,13,0.13,0,48.3,3.2,0,0
1243606,1,0,1.8,21,0.17,0,103.3,17.0,0,0
1243629,1,1,1.8,12,0.13,0,62.8,2.7,0,0
1243714,1,0,1.8,13,0.13,0,87.3,6.5,0,0
1243801,1,0,1.8,13,0.17,5,162.9,8.5,0,0
1243826,1,1,1.8,21,0.13,0,39.8,3.8,0,0
1243873,1,1,1.8,39,0.42,0,95.4,3.8,0,0
1243901,1,0,1.8,13,0.13,0,6.6,1.4,0,0
1243921,1,0,1.8,13,0.17,0,41.6,5.2,0,0
1243962,1,1,1.8,12,0.17,0,55.5,4.6,0,0
1243977,1,0,1.9,13,0.0,0,6.4,0.5,0,1
1243996,1,0,1.8,13,0.13,0,35.7,2.1,0,0
1243999,1,0,0.53,7,0.0,0,3.4,0.3,0,1
1244005,1,1,0.62,18,0.0,0,152.9,49.0,0,1
1244038,1,0,1.8,13,0.13,0,76.1,2.5,0,0
1244065,1,0,0.74,13,0.0,0,29.1,2.4,0,1
1244076,1,1,1.8,12,0.13,0,76.7,3.7,0,0
1244086,1,0,0.73,21,0.0,0,68.6,6.3,0,1
1244110,1,0,1.8,21,0.09,0,28.4,1.9,0,0
1244122,1,0,1.8,13,0.14,0,68.9,11.6,0,0
1244127,1,0,1.8,13,0.13,3,18.3,1.6,0,0
1244139,1,0,1.8,13,0.13,0,7.4,0.7,0,0
1244142,1,0,1.8,21,0.13,0,131.5,11.5,0,0
1244155,1,0,1.8,21,0.17,0,76.6,3.5,0,0
1244163,1,1,1.8,12,0.1,0,125.1,15.0,0,0
1244224,1,0,0.61,12,0.0,0,31.5,1.7,0,1
1244237,1,1,1.8,13,0.17,0,27.7,2.1,0,0
1244299,1,1,1.8,10,1.21,0,56.7,21.4,0,0
1244326,1,0,1.8,20,1.66,0,49.4,4.0,0,0
1244447,1,1,1.8,23,0.42,0,117.2,16.1,0,0
1244493,1,1,1.8,10,1.1,0,88.8,3.9,0,0
1244509,1,0,1.8,21,0.14,0,26.4,2.5,0,0
1244530,1,0,1.8,13,0.27,0,8.0,4.9,0,0
1244559,1,0,1.8,13,0.13,0,49.4,5.3,0,0
1244576,1,1,1.8,21,0.32,0,39.5,4.8,0,0
1244601,1,0,1.8,13,0.13,0,3.4,0.2,0,0
1244611,1,1,1.8,12,0.17,1,36.2,2.9,0,0
1244622,1,0,0.36,8,0.0,1,11.4,1.2,0,1
1244629,1,0,0.28,9,0.0,0,18.6,0.8,0,1
1244645,1,0,1.8,13,0.18,0,48.1,3.7,0,0
1244648,1,1,2.39,19,1.51,4,39.1,3.3,0,1
1244652,1,0,1.8,13,0.13,0,19.4,1.3,0,0
1244656,1,1,1.8,15,1.14,1,64.1,8.0,0,0
1244692,1,1,1.8,21,0.13,0,40.8,1.6,0,0
1244727,1,0,1.8,21,0.18,1,69.2,3.3,0,0
1244834,1,0,1.8,13,0.13,0,11.6,0.4,0,0
1244846,1,0,1.8,12,0.18,0,82.7,6.9,0,0
1244871,1,1,0.74,12,1.13,0,83.6,3.1,0,1
1244872,1,0,1.8,13,0.18,0,30.0,5.2,0,0
1244919,1,1,1.8,23,0.42,3,127.7,13.4,0,0
1244940,1,0,1.8,21,0.32,0,15.0,1.1,0,0
1244952,1,1,1.97,11,0.0,0,48.0,4.1,0,1
1244981,1,0,1.44,22,0.0,0,25.1,1.7,0,1
1245042,1,0,1.8,21,0.18,1,188.9,20.8,0,0
1245075,1,0,1.79,13,0.18,0,14.8,0.8,0,0
1245086,1,1,1.79,21,0.13,0,171.5,7.2,0,0
1245133,1,1,1.79,20,0.18,8,121.6,4.3,0,0
1245143,1,0,0.24,23,0.0,0,98.5,6.3,0,1
1245180,1,0,1.79,13,0.18,0,145.8,37.3,0,0
1245189,1,1,1.79,12,0.14,0,61.0,3.8,0,0
1245207,1,0,2.02,9,1.92,0,65.5,12.0,0,1
1245228,1,1,2.18,15,1.43,0,38.2,3.2,0,1
1245271,1,0,1.79,13,0.4,0,20.6,0.9,0,0
1245321,1,0,1.79,13,0.13,0,18.2,4.3,0,0
1245357,1,0,1.79,12,0.84,0,74.3,11.5,0,0
1245365,1,0,1.79,13,0.14,0,29.1,6.0,0,0
1245381,1,0,0.48,11,0.31,1,77.4,2.7,0,1
1245392,1,0,1.79,13,0.18,0,219.7,45.1,0,0
1245459,0,0,0.77,94,0.0,0,23.5,4.8,0,1
1245469,1,1,1.79,13,0.18,0,44.4,2.8,0,0
1245549,1,0,1.79,13,0.18,0,14.5,3.1,0,0
1245565,1,0,1.18,9,0.0,8,30.2,6.3,0,1
1245586,1,0,0.37,11,0.0,0,27.5,2.9,0,1
1245592,1,0,1.68,14,0.0,1,14.8,0.7,0,1
1245621,1,1,1.97,11,0.0,0,27.6,1.8,0,1
1245627,1,0,1.79,13,0.18,0,9.3,0.7,0,0
1245639,1,0,1.79,13,0.18,0,16.9,1.1,0,0
1245644,1,0,1.79,36,0.13,0,57.4,4.2,0,0
1245695,0,0,0.77,24,0.0,3,89.1,7.3,0,1
1245778,1,1,1.79,12,0.13,0,57.5,2.6,0,0
1245815,1,0,1.79,21,0.18,0,55.0,3.9,0,0
1245818,1,0,1.79,21,0.18,0,30.9,3.2,0,0
1245819,1,0,1.79,13,0.13,0,2.5,0.3,0,0
1245836,1,1,1.79,20,0.13,0,175.0,14.0,0,0
1245839,1,1,1.79,12,0.14,0,67.4,3.5,0,0
1245872,1,0,1.79,13,0.18,0,56.0,6.7,0,0
1245903,1,0,1.79,13,0.18,0,53.1,8.3,0,0
1245953,1,0,1.79,13,0.18,0,61.7,5.6,0,0
1246012,0,0,1.48,42,0.0,3,226.6,18.8,0,1
1246036,1,1,1.79,21,0.47,0,37.3,2.3,0,0
1246103,1,0,1.79,13,0.18,0,74.3,9.6,0,0
1246126,1,0,1.79,37,0.18,0,111.7,3.3,0,0
1246140,1,1,1.79,15,1.3,0,38.9,9.8,0,0
1246157,1,1,1.27,22,0.0,0,31.0,2.3,0,1
1246206,1,0,1.79,13,0.14,0,19.6,1.4,0,0
1246223,1,0,1.79,13,0.13,0,97.8,7.1,0,0
1246250,1,1,1.79,11,0.13,0,92.7,6.3,0,0
1246282,1,0,0.71,13,0.0,0,32.4,3.0,0,1
1246289,1,1,1.96,3,0.01,0,48.0,3.2,0,1
1246298,1,0,1.79,13,0.18,0,10.2,0.9,0,0
1246326,1,0,1.79,13,0.18,1,8.8,1.0,0,0
1246337,1,0,1.79,13,0.13,0,107.2,5.9,0,0
1246349,1,0,1.79,13,0.13,0,31.4,4.6,0,0
1246398,1,0,1.79,13,0.18,0,124.0,5.1,0,0
1246399,1,0,0.58,12,0.0,0,41.6,5.6,0,1
1246407,1,0,1.79,13,0.18,1,140.5,13.6,0,0
1246449,1,0,1.79,13,0.14,0,50.8,4.3,0,0
1246456,1,1,1.79,48,0.18,0,302.3,24.1,0,0
1246485,1,0,1.79,13,0.14,0,9.3,0.6,0,0
1246518,1,1,1.79,17,1.82,3,101.3,4.7,0,0
1246554,1,1,1.79,85,0.13,0,239.6,28.0,0,0
1246555,1,0,1.79,22,1.11,0,77.0,4.0,0,0
1246621,1,1,1.65,12,0.0,0,43.3,9.7,0,1
1246638,1,1,1.79,12,1.85,0,57.4,4.8,0,0
1246743,1,0,1.79,21,0.14,0,84.0,6.1,0,0
1246750,1,0,1.79,9,0.14,0,134.2,6.5,0,0
1246755,1,0,1.79,13,0.19,0,27.5,1.4,0,0
1246764,1,0,1.79,13,0.17,0,72.2,9.9,0,0
1246779,1,0,1.79,13,0.19,3,37.9,2.8,0,0
1246798,1,0,0.13,7,0.0,1,17.2,1.7,0,1
1246831,1,0,2.19,9,1.89,0,11.0,2.3,0,1
1246839,1,0,1.02,13,0.0,0,22.6,1.9,0,1
1246868,1,0,0.62,28,0.0,1,139.6,11.6,0,1
1246908,1,0,1.79,13,0.16,0,33.2,2.7,0,0
1246910,1,0,1.79,13,0.19,0,8.1,0.7,0,0
1246944,1,1,1.97,11,0.0,0,197.9,17.0,0,1
1246987,1,1,1.67,20,0.0,0,82.6,5.9,0,1
1247006,1,0,1.51,9,0.0,0,47.2,2.2,0,1
1247016,1,1,1.68,13,0.0,0,35.2,6.3,0,1
1247020,1,0,1.79,13,0.14,0,7.7,1.7,0,0
1247021,1,0,1.79,13,0.14,0,16.4,0.6,0,0
1247036,1,1,1.94,11,0.04,1,40.7,5.9,0,1
1247051,1,0,1.79,21,0.11,0,39.2,2.2,0,0
1247069,1,0,1.79,13,0.18,0,5.5,0.6,0,0
1247073,1,0,1.79,13,0.19,0,60.1,4.3,0,0
1247079,1,1,1.79,12,0.19,0,34.1,2.2,0,0
1247108,1,0,1.79,21,0.12,0,126.2,9.7,0,0
1247189,1,0,1.79,13,0.14,0,33.3,2.0,0,0
1247219,1,0,1.79,13,0.18,0,56.5,4.9,0,0
1247230,1,0,2.09,3,0.13,0,0.0,0.0,0,1
1247234,1,0,1.76,15,0.0,0,53.1,7.9,0,1
1247363,1,0,1.78,13,0.19,1,24.9,3.8,0,0
1247383,1,0,1.78,13,0.19,0,50.2,5.0,0,0
1247387,1,0,0.73,20,0.0,0,27.9,3.7,0,1
1247438,1,0,1.78,19,1.77,1,52.9,11.2,0,0
1247482,1,0,1.78,13,0.14,0,2.3,0.0,0,0
1247525,1,0,1.78,13,0.14,0,18.3,2.5,0,0
1247529,1,0,1.78,13,0.14,0,83.0,5.1,0,0
1247552,1,1,0.67,8,0.0,0,54.0,2.1,0,1
1247565,1,0,0.78,13,0.0,0,7.7,0.4,0,1
1247595,1,1,1.78,12,0.19,0,109.3,4.8,0,0
1247606,1,1,1.78,20,0.14,0,128.6,5.2,0,0
1247607,1,0,1.78,13,0.14,1,16.7,1.2,0,0
1247615,1,0,1.78,13,0.14,0,123.3,9.7,0,0
1247656,1,1,1.78,12,0.19,0,19.2,4.2,0,0
1247678,1,0,1.78,13,0.15,0,15.1,1.8,0,0
1247695,1,1,1.0,12,0.0,0,37.7,4.0,0,1
1247729,1,0,1.78,21,0.19,0,121.8,6.1,0,0
1247757,1,0,1.78,10,0.39,0,27.6,3.7,0,0
1247771,1,0,1.78,13,0.11,0,121.2,4.6,0,0
1247830,1,0,1.78,10,0.14,0,21.5,1.6,0,0
1247875,1,0,1.78,13,0.18,0,100.9,7.5,0,0
1247904,1,0,1.78,13,0.17,0,77.0,5.6,0,0
1247930,1,0,0.55,13,0.0,0,26.8,1.5,0,1
1247953,1,0,1.78,13,0.14,0,68.1,5.0,0,0
1248019,1,0,1.78,13,0.14,0,8.1,0.9,0,0
1248033,1,0,0.72,22,0.0,0,53.5,5.8,0,1
1248064,1,0,1.78,15,1.75,0,102.6,5.8,0,0
1248073,1,0,1.78,13,0.19,0,58.7,2.7,0,0
1248141,1,0,1.78,20,0.14,0,48.0,4.6,0,0
1248153,1,1,1.78,37,0.19,1,152.4,13.1,0,0
1248252,1,0,0.59,18,0.0,0,66.1,11.6,0,1
1248266,1,0,1.78,12,0.14,1,53.2,3.7,0,0
1248276,1,0,1.78,13,0.19,0,57.7,4.2,0,0
1248285,1,0,1.78,21,0.15,0,212.3,13.0,0,0
1248318,1,1,1.78,23,0.39,0,62.2,7.5,0,0
1248386,1,1,1.78,12,0.14,0,34.1,8.6,0,0
1248388,1,0,1.78,13,0.19,0,11.7,0.8,0,0
1248394,1,1,1.78,13,0.14,0,14.3,1.4,0,0
1248401,1,0,1.78,13,0.19,0,128.3,31.8,0,0
1248425,1,0,0.48,21,0.0,0,24.6,1.3,0,1
1248447,1,0,0.27,10,0.0,0,10.9,0.3,0,1
1248483,1,0,1.78,21,0.14,0,144.5,12.7,0,0
1248487,1,0,1.78,21,0.19,0,31.7,1.5,0,0
1248489,1,0,1.7,9,0.0,0,26.7,1.6,0,1
1248538,1,0,1.78,13,0.14,0,36.2,3.7,0,0
1248559,1,0,1.78,28,0.83,0,92.4,7.6,0,0
1248594,1,1,1.78,12,0.22,3,54.9,3.5,0,0
1248610,1,0,0.01,1,0.0,0,0.0,0.0,0,1
1248616,1,1,1.99,18,1.48,0,9.2,0.9,0,1
1248635,1,1,1.78,12,0.13,0,61.8,4.6,0,0
1248637,1,1,1.78,12,0.15,0,46.3,3.5,0,0
1248666,1,0,1.78,13,0.19,1,100.4,5.0,0,0
1248672,1,0,1.78,13,0.19,0,0.6,0.0,0,0
1248695,1,1,1.78,20,1.47,0,101.5,6.7,1,0
1248760,1,0,2.59,15,1.39,0,85.0,4.6,0,1
1248790,1,0,0.74,13,0.0,1,49.3,3.5,0,1
1248793,1,0,1.78,21,0.15,0,21.9,4.0,0,0
1248860,1,0,1.78,21,0.19,0,58.7,2.7,0,0
1248863,1,0,0.15,18,0.0,0,115.9,6.7,0,1
1248903,1,1,2.15,16,1.96,0,28.9,0.5,0,1
1248946,1,0,1.78,13,0.18,0,106.1,7.0,0,0
1248977,1,0,1.78,21,0.14,0,68.3,1.8,0,0
1248993,1,0,0.28,20,0.0,0,34.4,3.9,0,1
1249027,1,0,1.69,21,0.0,0,32.5,5.2,0,1
1249034,1,1,1.78,28,0.19,0,129.6,5.1,0,0
1249047,1,0,1.78,21,0.15,0,93.9,6.4,0,0
1249152,1,1,1.28,20,0.46,0,39.4,4.3,0,1
1249267,1,0,1.77,14,0.05,0,19.3,1.5,0,0
1249303,1,0,1.77,13,0.15,0,13.5,1.6,0,0
1249349,1,0,1.77,13,0.2,0,60.7,4.5,0,0
1249354,1,1,1.77,12,0.2,0,44.6,2.2,0,0
1249386,1,0,2.45,20,0.34,0,25.8,6.7,0,1
1249391,1,0,1.6,13,0.0,0,19.0,1.0,0,1
1249395,1,0,1.77,13,0.2,0,30.5,7.1,0,0
1249402,1,1,1.77,9,0.2,0,1.7,0.3,0,0
1249449,1,0,1.77,21,0.45,0,16.4,2.4,0,0
1249528,1,0,1.77,21,0.39,1,131.8,6.9,0,0
1249558,1,0,1.77,13,0.2,0,5.6,1.3,0,0
1249598,1,0,1.77,13,0.15,0,55.5,8.5,0,0
1249606,1,1,1.77,13,0.15,0,39.5,4.1,0,0
1249634,1,0,1.77,13,0.15,0,52.6,3.5,0,0
1249663,1,0,1.77,13,0.19,0,23.9,0.7,0,0
1249681,1,0,1.77,13,0.15,4,189.0,13.3,0,0
1249697,1,0,1.77,21,0.2,0,187.1,14.8,0,0
1249700,1,0,1.77,29,0.15,0,111.9,6.0,0,0
1249712,1,0,0.15,13,0.0,1,5.2,0.4,0,1
1249731,1,1,1.77,13,0.2,0,33.2,5.1,0,0
1249737,1,0,1.77,21,0.17,0,75.7,18.3,0,0
1249756,1,0,1.42,13,0.0,0,15.5,0.4,0,1
1249776,1,1,1.77,12,0.2,0,32.2,1.3,0,0
1249782,1,1,1.77,12,0.48,1,176.8,6.3,0,0
1249825,1,0,1.77,13,0.19,0,86.6,4.5,0,0
1249826,1,0,1.08,8,0.0,0,0.0,0.0,0,1
1249870,1,0,1.77,13,0.15,0,53.2,6.5,0,0
1249876,1,0,2.42,13,1.44,0,90.8,5.1,0,1
1249892,1,1,2.07,13,1.79,0,44.0,1.6,0,1
1249924,1,1,1.77,12,0.2,1,51.2,4.4,0,0
1249926,1,1,0.41,28,0.0,0,29.0,1.0,0,1
1249929,1,0,1.77,21,0.16,0,78.2,5.8,0,0
1249952,1,1,1.77,15,1.5,0,10.6,0.8,0,0
1249981,1,0,1.49,5,0.0,0,6.8,0.5,0,1
1250027,1,1,1.77,12,0.15,0,38.8,1.9,0,0
1250038,1,0,1.77,21,0.15,0,41.5,1.8,0,0
1250070,1,0,1.77,13,0.11,0,43.5,1.9,0,0
1250082,1,0,2.35,11,0.48,0,1.2,0.4,0,1
1250095,1,0,1.77,22,1.15,0,20.2,1.5,0,0
1250168,1,0,1.77,21,0.15,1,95.2,5.1,0,0
1250178,1,0,2.46,4,0.0,0,28.4,3.3,0,1
1250197,1,0,0.96,13,0.0,0,0.0,0.0,0,1
1250212,1,1,1.97,24,0.0,1,33.7,1.7,0,1
1250243,1,0,1.77,13,0.15,0,71.6,22.1,0,0
1250276,1,0,1.77,21,0.18,0,93.6,6.1,0,0
1250354,1,0,1.77,13,0.13,1,234.6,12.3,0,0
1250356,1,0,1.77,21,0.17,0,44.5,4.0,0,0
1250358,1,0,1.77,13,0.19,1,150.6,47.5,0,0
1250359,1,1,1.77,13,0.2,0,124.5,11.4,0,0
1250368,1,0,1.82,9,0.0,0,68.6,4.3,0,1
1250400,1,0,1.77,13,0.15,0,154.3,7.1,0,0
1250442,1,0,0.6,15,1.52,0,60.5,3.5,0,1
1250500,1,1,2.02,10,1.94,0,25.9,3.3,0,1
1250523,1,1,1.77,37,0.2,0,190.4,11.4,0,0
1250573,1,1,1.77,12,0.15,0,37.2,1.9,0,0
1250584,1,0,2.1,27,1.63,0,58.8,4.7,0,1
1250605,1,0,1.77,21,0.21,1,65.3,5.6,0,0
1250624,1,1,1.77,7,0.19,0,114.1,8.7,0,0
1250652,1,0,1.77,13,0.19,0,42.7,10.4,0,0
1250700,1,1,2.43,17,1.46,0,26.5,3.1,0,1
1250706,1,1,2.38,20,1.52,0,60.7,2.5,0,1
1250727,1,0,1.77,13,0.19,0,25.1,0.7,0,0
1250776,1,0,1.77,21,0.21,0,54.4,3.1,0,0
1250787,1,0,1.77,21,0.21,0,19.3,0.7,0,0
1250806,1,1,1.77,126,0.17,1,636.2,142.6,0,0
1250855,1,1,1.77,9,1.26,2,60.7,2.0,0,0
1250882,1,1,2.32,20,0.96,0,19.8,1.6,0,1
1250906,1,1,1.77,12,1.71,0,19.4,3.4,0,0
1250912,1,1,1.77,12,0.21,0,187.8,7.6,0,0
1250937,1,0,0.95,13,0.0,0,40.9,2.2,0,1
1250960,1,1,1.77,17,1.5,0,68.7,4.8,2,0
1250963,1,0,1.77,20,1.7,0,45.8,4.4,0,0
1250974,1,1,2.42,80,1.6,0,47.4,1.9,0,1
1251100,1,0,1.77,21,0.21,1,46.1,2.9,0,0
1251140,1,0,1.77,13,0.19,0,10.1,1.9,0,0
1251158,1,0,1.76,22,0.15,0,50.7,2.9,0,0
1251202,1,0,1.76,13,0.16,0,37.2,2.0,0,0
1251213,1,1,1.76,18,1.81,1,10.0,0.6,0,0
1251229,1,0,0.0,0,0.0,0,0.0,0.0,0,1
1251261,1,0,1.76,8,1.84,0,58.4,4.2,0,0
1251277,1,0,1.76,13,0.18,2,101.2,47.6,0,0
1251278,1,0,1.76,21,0.21,0,66.7,3.9,0,0
1251340,1,0,1.76,15,0.21,0,7.6,0.4,0,0
1251345,1,0,0.4,21,0.0,0,38.2,2.2,0,1
1251346,1,1,2.2,4,0.02,0,71.3,11.6,0,1
1251426,1,0,0.34,7,0.0,0,4.5,0.2,0,1
1251438,1,0,1.76,13,0.15,0,34.4,5.0,0,0
1251453,1,0,1.76,13,0.21,0,53.8,6.6,0,0
1251501,1,0,0.75,9,0.0,0,35.9,3.2,0,1
1251529,1,0,1.76,13,0.21,1,58.1,3.7,0,0
1251532,1,0,1.76,21,0.21,0,41.2,2.0,0,0
1251580,1,0,0.92,13,0.0,0,38.0,5.6,0,1
1251581,1,0,1.76,13,0.18,0,44.7,1.7,0,0
1251587,1,0,1.09,13,0.0,0,55.2,4.4,0,1
1251590,1,0,1.76,13,0.21,0,20.1,4.6,0,0
1251639,1,0,0.58,16,0.0,2,13.2,3.1,0,1
1251666,1,0,0.28,12,0.0,0,0.0,0.0,0,1
1251760,1,0,1.76,21,0.16,0,48.5,4.8,0,0
1251777,1,0,1.76,21,0.1,0,79.5,5.0,0,0
1251796,1,1,1.76,12,0.21,2,11.4,0.6,0,0
1251832,1,1,1.76,26,1.62,0,121.7,2.9,0,0
1251835,1,0,1.76,21,0.16,0,76.7,9.9,0,0
1251854,1,0,1.76,8,0.28,0,42.6,4.0,0,0
1251895,1,1,1.76,12,0.17,1,95.3,5.1,0,0
1251907,1,0,1.61,13,0.0,0,4.5,0.2,0,1
1251929,1,0,1.76,13,0.16,0,11.1,1.1,0,0
1251931,1,0,1.76,21,0.33,0,16.6,0.3,0,0
1251943,1,0,1.76,22,1.26,0,62.0,3.7,0,0
1251984,1,0,1.76,13,0.21,0,2.9,0.2,0,0
1252035,1,0,0.57,20,0.0,0,76.6,7.0,0,1
1252106,1,0,1.76,13,0.16,0,10.4,1.4,0,0
1252176,1,0,1.76,13,0.19,1,44.1,7.1,0,0
1252208,1,1,1.76,15,1.31,0,18.9,1.8,0,0
1252212,1,0,0.11,16,0.0,0,4.0,0.6,0,1
1252220,1,0,1.76,21,0.18,0,100.4,9.8,0,0
1252222,1,0,1.76,13,0.19,0,41.5,2.4,0,0
1252242,1,0,1.76,11,1.73,0,24.7,3.3,0,0
1252243,1,1,1.86,12,0.0,0,17.8,0.9,0,1
1252259,1,0,1.76,13,0.21,0,53.1,10.7,0,0
1252295,1,0,1.76,13,0.16,1,52.4,3.5,0,0
1252300,1,0,1.76,13,0.17,0,64.6,4.4,0,0
1252341,1,1,1.76,24,1.88,0,37.0,4.0,0,0
1252349,1,1,1.76,12,0.21,0,56.3,2.4,0,0
1252365,1,0,1.76,13,0.21,0,151.4,18.5,0,0
1252392,1,0,1.76,21,0.21,0,6.6,0.3,0,0
1252427,1,0,0.28,11,0.0,1,11.6,1.9,0,1
1252435,1,0,0.27,12,0.0,0,33.8,2.6,0,1
1252448,1,1,1.76,30,1.05,4,354.8,9.8,0,0
1252476,1,0,1.76,13,0.21,0,65.7,4.0,0,0
1252497,1,0,1.76,13,0.16,0,52.6,4.1,0,0
1252498,1,1,1.76,12,0.16,0,32.4,1.1,0,0
1252552,1,1,1.76,13,0.16,0,77.1,9.0,0,0
1252597,1,1,2.24,23,1.7,0,100.3,4.0,0,1
1252600,1,0,1.76,10,0.16,0,26.3,1.5,0,0
1252608,1,0,1.76,12,0.9,0,116.8,8.0,0,0
1252618,1,0,1.76,13,0.22,0,68.5,5.2,0,0
1252633,1,0,1.76,13,0.19,0,40.0,2.3,0,0
1252640,1,0,0.24,9,0.0,0,6.8,0.3,0,1
1252705,1,1,1.76,12,0.22,0,46.7,4.8,0,0
1252710,1,1,1.76,10,1.4,0,11.9,1.3,0,0
1252712,1,0,1.76,13,0.14,0,45.8,2.6,0,0
1252721,1,0,1.75,13,0.17,0,120.5,4.1,0,0
1252739,1,1,1.75,12,0.2,0,57.0,7.5,0,0
1252752,1,0,1.75,13,0.16,0,107.4,6.3,0,0
1252753,1,0,1.75,13,0.18,0,48.3,10.4,0,0
1252786,1,1,1.75,21,0.55,0,44.1,2.5,0,0
1252798,1,0,1.75,21,0.22,0,86.1,5.8,0,0
1252841,1,1,1.75,13,0.22,0,41.2,2.9,0,0
1252856,1,1,1.75,27,1.93,0,189.7,12.9,0,0
1252858,1,1,1.75,7,0.17,0,81.1,3.2,0,0
1252914,1,0,0.1,9,0.0,0,18.2,2.6,0,1
1252924,1,0,1.75,13,0.16,0,19.6,0.6,0,0
1252941,1,0,0.79,12,0.0,0,25.0,0.5,0,1
1252942,1,0,0.32,9,0.0,0,93.1,3.0,0,1
1252947,1,1,1.75,12,0.42,0,24.6,2.8,0,0
1252970,1,1,1.75,15,1.34,0,18.6,1.0,0,0
1252998,1,1,1.75,13,0.15,0,79.3,3.7,0,0
1253023,1,0,1.75,22,0.88,0,9.9,0.1,0,0
1253038,1,1,2.19,2,0.03,0,18.8,2.4,0,1
1253062,1,0,1.3,13,0.0,2,101.2,8.6,0,1
1253075,1,1,1.75,9,0.16,0,28.0,1.5,0,0
1253088,1,0,0.22,11,0.0,0,34.8,1.3,0,1
1253099,1,1,1.75,23,0.42,0,27.9,5.1,0,0
1253124,1,0,1.75,13,0.17,0,71.7,10.6,0,0
1253147,1,0,1.75,13,0.17,0,59.4,9.0,0,0
1253150,1,0,1.75,13,0.21,0,2.2,0.1,0,0
1253157,1,0,1.9,8,0.0,0,25.8,1.5,0,1
1253165,1,0,1.75,15,0.22,0,103.0,4.5,0,0
1253172,1,0,1.75,9,0.16,2,44.3,5.2,0,0
1253183,1,0,1.75,13,0.22,0,131.8,8.4,0,0
1253187,1,1,1.75,17,0.22,1,71.6,5.5,0,0
1253199,1,0,1.75,13,0.19,1,37.1,2.3,0,0
1253270,0,0,0.37,26,0.0,0,25.2,0.7,0,1
1253299,1,0,0.45,36,0.0,0,5.9,0.4,0,1
1253304,1,0,1.75,21,0.17,0,27.4,3.6,0,0
1253369,1,1,1.75,16,0.22,0,78.1,6.2,0,0
1253384,1,1,1.75,11,1.25,0,24.9,0.9,0,0
1253394,1,0,0.91,11,0.0,0,17.7,1.6,0,1
1253412,1,0,1.75,21,0.22,0,39.3,2.3,0,0
1253448,1,0,1.19,13,0.0,0,14.2,0.7,0,1
1253457,1,1,1.75,12,0.22,0,70.3,2.7,0,0
1253509,1,1,1.75,15,1.18,0,54.5,3.1,0,0
1253518,1,0,2.11,13,1.78,0,98.5,9.2,0,1
1253534,1,0,1.75,13,0.18,0,38.3,1.5,0,0
1253545,1,1,1.75,12,0.16,0,19.7,1.8,0,0
1253552,1,1,1.75,20,0.17,3,205.1,9.1,0,0
1253575,1,0,1.75,13,0.16,0,38.4,6.3,0,0
1253577,1,0,0.5,9,0.0,0,45.8,9.2,0,1
1253633,1,0,1.75,13,0.21,0,11.0,4.3,0,0
1253653,1,0,0.22,9,0.75,1,0.8,1.1,0,1
1253671,1,0,1.75,13,0.22,0,127.1,11.7,0,0
1253696,1,1,1.75,7,0.22,1,45.8,3.0,0,0
1253765,1,1,1.75,15,1.2,0,61.2,4.6,0,0
1253805,1,0,0.74,37,0.0,0,65.0,4.5,0,1
1253807,1,0,1.39,7,0.0,0,26.1,2.6,0,1
1253867,1,0,0.79,17,0.0,0,31.0,3.4,0,1
1253872,1,1,1.75,20,0.22,0,231.1,11.7,0,0
1253879,1,1,1.75,12,0.17,0,136.2,9.0,0,0
1253886,1,0,1.75,13,0.17,0,43.2,3.1,0,0
1253889,1,0,1.75,11,0.22,0,0.4,0.0,0,0
1253916,1,0,1.75,9,0.22,0,28.1,3.4,0,0
1253937,1,0,1.75,13,0.22,0,52.4,5.8,0,0
1253940,1,0,1.85,13,0.0,0,29.5,2.7,0,1
1253944,1,0,1.75,13,0.17,0,99.0,6.1,0,0
1253952,1,1,1.75,25,0.15,0,26.5,2.3,0,0
1253963,1,0,1.88,21,0.0,0,49.3,1.8,0,1
1253978,1,0,1.75,21,0.17,0,5.6,0.2,0,0
1253995,1,0,1.75,33,0.15,0,40.8,5.1,0,0
1253996,1,1,1.96,3,0.01,0,14.7,1.5,0,1
1254132,1,1,1.86,25,0.0,2,16.7,0.8,0,1
1254138,1,1,1.75,12,0.19,0,45.4,3.6,0,0
1254204,0,0,1.75,25,0.05,0,36.2,1.2,0,0
1254224,1,1,1.75,20,0.21,0,187.4,7.3,0,0
1254261,1,0,1.75,21,0.17,0,39.9,8.7,0,0
1254272,1,1,2.36,20,1.53,0,39.0,11.4,0,1
1254342,1,0,1.75,13,0.17,0,22.6,1.8,0,0
1254349,1,1,1.75,12,0.22,0,98.4,5.2,0,0
1254353,1,0,1.75,13,0.22,0,40.1,1.7,0,0
1254355,1,0,1.75,13,0.17,0,15.0,0.8,0,0
1254357,1,0,1.75,13,0.22,0,54.0,4.3,0,0
1254419,1,0,2.05,1,0.0,0,0.8,0.0,0,1
1254474,1,0,0.27,12,0.58,0,9.3,0.3,0,1
1254501,1,0,1.75,13,0.22,0,26.1,1.0,0,0
1254514,1,0,0.69,21,0.0,0,47.0,5.4,0,1
1254587,1,0,1.75,13,0.17,0,15.1,1.8,0,0
1254630,1,0,1.22,9,0.0,0,51.1,3.6,0,1
1254631,1,1,1.75,12,0.17,0,36.5,3.7,0,0
